; radius uncorrected250 corrected250 uncorrected1250 corrected1250 
10  0.000388798  2.29983  0.000391786 0.344893 
11.2332  0.000434612  0.0793931  0.000431157 0.0351932 
12.6186  0.000489622  0.167068  0.000492613 0.290987 
14.1747  0.000546607  0.480101  0.000542561 1.24699 
15.9228  0.000619826  0.237979  0.000609922 0.41134 
17.8865  0.000688874  0.0942325  0.000684321 0.357245 
20.0923  0.000780587  0.071853  0.000782991 0.0504164 
22.5702  0.000875596  0.258545  0.000864484 0.151261 
25.3536  0.000979145  0.379843  0.000975445 0.277903 
28.4804  0.00110227  1.25599  0.00109209 0.260341 
31.9927  0.00123687  1.18663  0.00124613 0.520662 
35.9381  0.00138995  0.296064  0.00140126 2.19183 
40.3702  0.00156215  0.114078  0.00154924 1.87395 
45.3488  0.00175644  0.0912547  0.00174593 0.572041 
50.9414  0.00197252  0.334912  0.00197148 0.473404 
57.2237  0.00221678  0.149488  0.00220789 0.930371 
64.2807  0.00248993  0.100798  0.00249592 0.703448 
72.2081  0.00279716  0.335623  0.00279251 1.20749 
81.1131  0.0031423  0.14979  0.00314943 0.806514 
91.1163  0.00353004  0.364024  0.00352196 1.00039 
102.353  0.00396561  0.250093  0.00396895 1.10167 
114.976  0.00445496  0.291886  0.00445743 1.19533 
129.155  0.00500474  0.308818  0.00500282 1.28972 
145.083  0.00562241  0.33936  0.00561802 1.38351 
162.975  0.00631638  0.375158  0.00631457 1.47489 
183.074  0.00709609  0.406814  0.00709292 1.561 
205.651  0.00797214  0.446334  0.00796857 1.64031 
231.013  0.00895646  0.48274  0.00895244 1.70937 
259.502  0.0100625  0.520334  0.010058 1.76694 
291.505  0.0113052  0.558094  0.0113002 1.81089 
327.455  0.0127017  0.595782  0.012696 1.84027 
367.838  0.014271  0.633151  0.0142646 1.85483 
413.201  0.0160345  0.669285  0.0160274 1.85425 
464.159  0.0180164  0.704471  0.0180083 1.84066 
521.401  0.0202438  0.7378  0.0202347 1.81505 
585.702  0.0227471  0.768911  0.022737 1.77974 
657.933  0.0255608  0.798092  0.0255493 1.73743 
739.072  0.0287233  0.824693  0.0287105 1.69016 
830.218  0.0322783  0.84838  0.0322639 1.63993 
932.603  0.0362745  0.869629  0.0362582 1.58886 
1047.62  0.0407667  0.888157  0.0407485 1.53829 
1176.81  0.0458168  0.904362  0.0457962 1.48944 
1321.94  0.0514942  0.918474  0.051471 1.4431 
1484.97  0.0578765  0.930394  0.0578508 1.39968 
1668.1  0.0650512  0.940536  0.065022 1.35949 
1873.82  0.0731162  0.949637  0.0730836 1.32264 
2104.9  0.0821804  0.956723  0.0821439 1.28902 
2364.49  0.0923662  0.96352  0.0923248 1.25851 
2656.09  0.103809  0.96895  0.103763 1.23099 
2983.65  0.116658  0.973693  0.116606 1.20622 
3351.6  0.131078  0.977891  0.131019 1.184 
3764.94  0.147248  0.981865  0.147183 1.16404 
4229.24  0.165362  0.985838  0.165288 1.14621 
4750.81  0.185626  0.989114  0.185542 1.13025 
5336.7  0.208251  0.992807  0.208152 1.11601 
5994.84  0.23345  0.995436  0.233348 1.10328 
6734.15  0.261431  0.998319  0.261317 1.09193 
7564.63  0.292375  1.00107  0.292248 1.08182 
8497.53  0.326417  1.00372  0.326275 1.0728 
9545.48  0.36363  1.00598  0.363465 1.06476 
10722.7  0.403968  1.008  0.403787 1.0576 
12045  0.447276  1.0098  0.447075 1.05121 
13530.5  0.493201  1.01121  0.492993 1.04551 
15199.1  0.541194  1.01234  0.540951 1.04047 
17073.5  0.590516  1.01315  0.590258 1.03596 
19179.1  0.640205  1.01363  0.639944 1.03194 
21544.3  0.689207  1.01376  0.688916 1.02834 
24201.3  0.736375  1.01372  0.735994 1.02514 
27185.9  0.780653  1.0134  0.780285 1.02233 
30538.6  0.821148  1.01289  0.820766 1.01981 
34304.7  0.857228  1.01228  0.856828 1.01751 
38535.3  0.888571  1.0116  0.888139 1.01556 
43287.6  0.915162  1.01081  0.914777 1.01379 
48626  0.937118  1.01003  0.936662 1.01222 
54622.8  0.9549  1.00923  0.954472 1.01084 
61359.1  0.969046  1.00843  0.968627 1.00949 
68926.1  0.980047  1.00768  0.979414 1.00845 
77426.4  0.988367  1.007  0.987854 1.00742 
86974.9  0.994702  1.00623  0.994165 1.00654 
97701  0.99909  1.00557  0.998669 1.00581 
109750  1.00227  1.00495  1.0018 1.00502 
123285  1.00436  1.00446  1.004 1.00434 
138489  1.00574  1.00393  1.00536 1.0038 
155568  1.00654  1.00348  1.00609 1.0033 
174753  1.00665  1.00291  1.00638 1.00297 
196304  1.00662  1.0025  1.00637 1.00245 
220513  1.00657  1.00235  1.00611 1.00222 
247708  1.00599  1.00187  1.00567 1.00179 
278256  1.00564  1.00164  1.00489 1.00149 
312572  1.005  1.00133  1.00462 1.00131 
351119  1.00434  1.00104  1.004 1.00101 
394421  1.00394  1.00103  1.00332 1.0009 
443062  1.00324  1.00075  1.0029 1.00063 
497702  1.00278  1.00062  1.00232 1.00053 
559081  1.00221  1.00036  1.00166 1.00028 
628029  1.00173  1.00021  1.00126 1.00028 
705480  1.00133  1.00022  1.0011 1.00028 
792483  1.00101  1.00026  0.999948 0.999984 
890215  1.00054  1.00015  0.999829 0.999985 
1e+06  1  1  1 1 
