-1.750000000000000000e+02 -1.492709999999999957e-03 -1.750000000000000000e+02 -1.851160000000000014e-07 -1.750000000000000000e+02 -1.222740400000000013e-05 -1.750000000000000000e+02 8.684908780899999736e-02
-1.740000000000000000e+02 -1.484029999999999898e-03 -1.740000000000000000e+02 -1.183599999999999958e-07 -1.740000000000000000e+02 -1.228063900000000065e-05 -1.740000000000000000e+02 8.535998345600000203e-02
-1.730000000000000000e+02 -1.475465000000000023e-03 -1.730000000000000000e+02 -7.410500000000000083e-08 -1.730000000000000000e+02 -1.227461899999999965e-05 -1.730000000000000000e+02 8.387947160299999427e-02
-1.720000000000000000e+02 -1.466845000000000041e-03 -1.720000000000000000e+02 3.765099999999999747e-08 -1.720000000000000000e+02 -1.216975899999999944e-05 -1.720000000000000000e+02 8.240759183300000457e-02
-1.710000000000000000e+02 -1.458190000000000050e-03 -1.710000000000000000e+02 1.394069999999999989e-07 -1.710000000000000000e+02 -1.196605999999999941e-05 -1.710000000000000000e+02 8.094434414699999691e-02
-1.700000000000000000e+02 -1.449580000000000009e-03 -1.700000000000000000e+02 2.136629999999999989e-07 -1.700000000000000000e+02 -1.170727200000000062e-05 -1.700000000000000000e+02 7.948968479300000389e-02
-1.690000000000000000e+02 -1.441114999999999974e-03 -1.690000000000000000e+02 1.454180000000000121e-07 -1.690000000000000000e+02 -1.149131200000000075e-05 -1.690000000000000000e+02 7.804351585700000649e-02
-1.680000000000000000e+02 -1.432670000000000037e-03 -1.680000000000000000e+02 8.717399999999999696e-08 -1.680000000000000000e+02 -1.132901300000000001e-05 -1.680000000000000000e+02 7.660582650399999638e-02
-1.670000000000000000e+02 -1.424165000000000023e-03 -1.670000000000000000e+02 6.643000000000000655e-08 -1.670000000000000000e+02 -1.118704100000000028e-05 -1.670000000000000000e+02 7.517665006700000041e-02
-1.660000000000000000e+02 -1.415594999999999961e-03 -1.660000000000000000e+02 8.568600000000000375e-08 -1.660000000000000000e+02 -1.102706300000000031e-05 -1.660000000000000000e+02 7.375602488000000678e-02
-1.650000000000000000e+02 -1.407035000000000056e-03 -1.650000000000000000e+02 1.374409999999999931e-07 -1.650000000000000000e+02 -1.082324700000000022e-05 -1.650000000000000000e+02 7.234397677699999640e-02
-1.640000000000000000e+02 -1.398479999999999905e-03 -1.640000000000000000e+02 1.741970000000000080e-07 -1.640000000000000000e+02 -1.058517400000000044e-05 -1.640000000000000000e+02 7.094049617400000063e-02
-1.630000000000000000e+02 -1.389894999999999933e-03 -1.630000000000000000e+02 1.809529999999999925e-07 -1.630000000000000000e+02 -1.033867900000000070e-05 -1.630000000000000000e+02 6.954555723800000255e-02
-1.620000000000000000e+02 -1.381365000000000067e-03 -1.620000000000000000e+02 1.677090000000000097e-07 -1.620000000000000000e+02 -1.011334499999999998e-05 -1.620000000000000000e+02 6.815913038399999679e-02
-1.610000000000000000e+02 -1.373045000000000038e-03 -1.610000000000000000e+02 8.696499999999999820e-08 -1.610000000000000000e+02 -9.937089000000000024e-06 -1.610000000000000000e+02 6.678118769799999688e-02
-1.600000000000000000e+02 -1.364470000000000006e-03 -1.600000000000000000e+02 1.287200000000000038e-07 -1.600000000000000000e+02 -9.742410000000000799e-06 -1.600000000000000000e+02 6.541179667799999764e-02
-1.590000000000000000e+02 -1.355815000000000015e-03 -1.590000000000000000e+02 1.529760000000000061e-07 -1.590000000000000000e+02 -9.537226000000000224e-06 -1.590000000000000000e+02 6.405094940800000469e-02
