0.000000000000000000e+00 -4.964288660942600129e-01 -1.052371294659800033e-01 2.739180167624090112e-01 5.323812449728200225e-01 8.754059019968000177e-01
5.000000000000000278e-02 -6.315876910366550190e-01 -4.338991114257059745e-01 4.225288449025599996e-02 1.994163373059139877e-01 4.861796802220270108e-01
1.000000000000000056e-01 -6.136231259790509984e-01 -3.424127233854329933e-01 -1.098407778189700035e-02 2.466179696390080056e-01 5.364986084472540551e-01
1.499999999999999944e-01 -5.956580809214450101e-01 -2.509268153451589822e-01 -6.422055005405100103e-02 2.938200719721010268e-01 5.868170566724819626e-01
2.000000000000000111e-01 -6.822867958638400010e-01 -2.432369273048849978e-01 -4.649460232620399730e-02 2.677032143051960023e-01 5.712256448977079959e-01
2.500000000000000000e-01 -7.689150308062360217e-01 -2.355475092646109880e-01 -2.876817459835799909e-02 2.415868266382900087e-01 5.556342431229359669e-01
2.999999999999999889e-01 -7.743307457486310330e-01 -3.658733712243379954e-01 -6.794086870511999686e-03 2.908779589713830216e-01 5.577253813481619638e-01
3.499999999999999778e-01 -7.797459906910240157e-01 -4.961997031840659766e-01 1.517953085733599917e-02 3.401695613044770083e-01 5.598169995733900395e-01
4.000000000000000222e-01 -7.473847556334199949e-01 -4.425255451437909993e-01 -2.257500141481800018e-02 2.737923836375720232e-01 4.494699477986169867e-01
4.500000000000000111e-01 -7.150230505758149446e-01 -3.888513871035180203e-01 -6.033001368697100270e-02 2.074156859706650091e-01 3.391233560238440248e-01
5.000000000000000000e-01 -7.781227055182099450e-01 -4.134686490632439870e-01 -5.708226595912500173e-02 2.117219983037590125e-01 4.461110442490709982e-01
5.500000000000000444e-01 -8.412218904606060255e-01 -4.380854310229699844e-01 -5.383500823127899959e-02 2.160287806368529906e-01 5.530992124742980520e-01
5.999999999999999778e-01 -7.139452654029999623e-01 -4.316796629826969989e-01 -1.099267805034320061e-01 2.582975229699470132e-01 5.871022106995249512e-01
6.500000000000000222e-01 -5.866681703453949792e-01 -4.252734149424229892e-01 -1.660190427755859899e-01 3.005657953030400065e-01 6.211056789247519916e-01
6.999999999999999556e-01 -5.940880352877899728e-01 -3.915210369021500103e-01 -1.178818450477390062e-01 2.248936376361350131e-01 5.943805971499790397e-01
7.500000000000000000e-01 -6.015083702301849966e-01 -3.577681888618760020e-01 -6.974465731989300255e-02 1.492209999692289957e-01 5.676559953752069454e-01
8.000000000000000444e-01 -6.525111551725789605e-01 -3.551485108216029807e-01 -5.618053959204599712e-02 1.922994123023230029e-01 5.357791636004329838e-01
8.499999999999999778e-01 -7.035144101149739537e-01 -3.525283527813279916e-01 -4.261595186420000236e-02 2.353773446354160137e-01 5.039028118256609901e-01
9.000000000000000222e-01 -6.601301350573689497e-01 -3.782776247410549741e-01 -6.705957413635299513e-02 2.575798269685100061e-01 5.193935500508880532e-01
9.499999999999999556e-01 -6.167463299997639758e-01 -4.040264167007809881e-01 -9.150271640850600463e-02 2.797818393016039962e-01 5.348838182761149751e-01
1.000000000000000000e+00 -6.949078449421599579e-01 -3.578762686605069798e-01 -8.574728868066000542e-02 3.111767816346989735e-01 5.668464265013419823e-01
1.050000000000000044e+00 -7.730698398845540220e-01 -3.117256506202349953e-01 -7.999138095281399519e-02 3.425712539677919777e-01 5.988085547265700193e-01
1.100000000000000089e+00 -7.745197048269499840e-01 -3.698183125799620052e-01 -4.931263322496599877e-02 3.055333963008859954e-01 5.497584329517970492e-01
1.149999999999999911e+00 -7.759700397693439777e-01 -4.279114445396879907e-01 -1.863339549712100113e-02 2.684950686339799830e-01 5.007078411770230497e-01
1.199999999999999956e+00 -7.330988447117400275e-01 -4.368307464994140021e-01 -1.125862776927499982e-02 2.534613309670730175e-01 4.694055994022510170e-01
1.250000000000000000e+00 -6.902281196541339980e-01 -4.457505284591399830e-01 -3.883390041427999938e-03 2.384276033001679895e-01 4.381028876274780104e-01
1.300000000000000044e+00 -6.904534645965290096e-01 -3.952215904188670081e-01 -9.463407231358099414e-02 2.117108856332620137e-01 4.649423558527049916e-01
1.350000000000000089e+00 -6.906788095389240212e-01 -3.446931223785930087e-01 -1.853842845857339994e-01 1.849946379663560125e-01 4.917813440779320033e-01
1.399999999999999911e+00 -6.280384144813200287e-01 -3.515830043383190162e-01 -1.005215768578879981e-01 2.078060502994490133e-01 5.993779523031600442e-01
1.449999999999999956e+00 -5.653975494237150068e-01 -3.584733662980449931e-01 -1.565838913004100053e-02 2.306179226325429932e-01 7.069740805283869500e-01
1.500000000000000000e+00 -5.821391043661090503e-01 -4.145766582577720127e-01 -7.629728140219399490e-02 2.445334549656369982e-01 6.151917287536130541e-01
1.550000000000000044e+00 -5.988801793085040126e-01 -4.706804302174980026e-01 -1.369366636743490073e-01 2.584494672987320274e-01 5.234088869788410259e-01
1.600000000000000089e+00 -6.399842942508989774e-01 -4.443137821772250029e-01 -6.427477594650099491e-02 3.302377696318239964e-01 4.842960552040679878e-01
1.649999999999999911e+00 -6.810879291932949720e-01 -4.179476141369509734e-01 8.386621781344000270e-03 4.020265419649189931e-01 4.451827534292949751e-01
