0.000000000000000000e+00 -1.131458332870239936e+01 4.119999999999999774e-01 6.159999999999999920e-01 5.530000000000000471e-01 5.689999999999999503e-01 7.239999999999999769e-01 -1.340000000000000036e+01
5.000000000000000278e-02 -1.123557610141179985e+01 2.429999999999999938e-01 4.909999999999999920e-01 3.810000000000000053e-01 4.420000000000000040e-01 3.469999999999999751e-01 -1.350000000000000000e+01
1.000000000000000056e-01 -1.115331487412120026e+01 1.670000000000000095e-01 4.219999999999999862e-01 2.879999999999999782e-01 3.609999999999999876e-01 3.920000000000000151e-01 -1.330000000000000071e+01
1.499999999999999944e-01 -1.107105374683060006e+01 9.110000000000000042e-02 3.529999999999999805e-01 1.950000000000000067e-01 2.790000000000000258e-01 4.359999999999999987e-01 -1.309999999999999964e+01
2.000000000000000111e-01 -1.111677561954000026e+01 2.010000000000000120e-01 2.220000000000000029e-01 2.290000000000000091e-01 3.350000000000000200e-01 4.670000000000000262e-01 -1.319999999999999929e+01
2.500000000000000000e-01 -1.116249559224939958e+01 3.099999999999999978e-01 9.099999999999999756e-02 2.640000000000000124e-01 3.910000000000000142e-01 4.969999999999999973e-01 -1.319999999999999929e+01
2.999999999999999889e-01 -1.123941606495879952e+01 2.030000000000000138e-01 3.190000000000000058e-01 3.160000000000000031e-01 4.369999999999999996e-01 5.729999999999999538e-01 -1.319999999999999929e+01
3.499999999999999778e-01 -1.131633643766820008e+01 9.679999999999999716e-02 5.460000000000000409e-01 3.669999999999999929e-01 4.829999999999999849e-01 6.490000000000000213e-01 -1.330000000000000071e+01
4.000000000000000222e-01 -1.152128281037760082e+01 -4.279999999999999777e-02 4.450000000000000067e-01 3.659999999999999920e-01 4.739999999999999769e-01 6.340000000000000080e-01 -1.319999999999999929e+01
4.500000000000000111e-01 -1.172622928308699919e+01 -1.819999999999999951e-01 3.439999999999999725e-01 3.649999999999999911e-01 4.640000000000000235e-01 6.179999999999999938e-01 -1.309999999999999964e+01
5.000000000000000000e-01 -1.186271525579640063e+01 -3.459999999999999881e-02 2.010000000000000120e-01 2.959999999999999853e-01 4.119999999999999774e-01 5.390000000000000346e-01 -1.309999999999999964e+01
5.500000000000000444e-01 -1.199920212850580015e+01 1.130000000000000032e-01 5.800000000000000294e-02 2.270000000000000073e-01 3.599999999999999867e-01 4.590000000000000191e-01 -1.309999999999999964e+01
5.999999999999999778e-01 -1.200745230121519924e+01 1.239999999999999991e-01 1.019999999999999934e-01 2.240000000000000047e-01 4.889999999999999902e-01 4.520000000000000129e-01 -1.309999999999999964e+01
6.500000000000000222e-01 -1.201570337392459997e+01 1.350000000000000089e-01 1.459999999999999909e-01 2.210000000000000020e-01 6.179999999999999938e-01 4.440000000000000058e-01 -1.309999999999999964e+01
6.999999999999999556e-01 -1.191379364663399976e+01 1.260000000000000009e-01 2.310000000000000109e-01 3.360000000000000209e-01 4.640000000000000235e-01 4.259999999999999898e-01 -1.290000000000000036e+01
7.500000000000000000e-01 -1.181188381934340015e+01 1.160000000000000059e-01 3.160000000000000031e-01 4.510000000000000120e-01 3.089999999999999969e-01 4.079999999999999738e-01 -1.269999999999999929e+01
8.000000000000000444e-01 -1.178536209205280016e+01 1.950000000000000067e-01 3.689999999999999947e-01 4.819999999999999840e-01 3.250000000000000111e-01 2.349999999999999867e-01 -1.269999999999999929e+01
